Local time,Open,High,Low,Close,Volume
19.11.2017 15:00:00.000 GMT-0800,22.778,22.778,22.778,22.778,0
19.11.2017 16:00:00.000 GMT-0800,22.778,22.778,22.778,22.778,0
19.11.2017 17:00:00.000 GMT-0800,22.778,22.778,22.778,22.778,0
19.11.2017 18:00:00.000 GMT-0800,22.778,22.778,22.778,22.778,0
19.11.2017 19:00:00.000 GMT-0800,22.778,22.778,22.778,22.778,0
19.11.2017 20:00:00.000 GMT-0800,22.778,22.778,22.778,22.778,0
19.11.2017 21:00:00.000 GMT-0800,22.778,22.778,22.778,22.778,0
19.11.2017 22:00:00.000 GMT-0800,22.778,22.778,22.778,22.778,0
19.11.2017 23:00:00.000 GMT-0800,22.778,22.778,22.778,22.778,0
20.11.2017 00:00:00.000 GMT-0800,22.778,22.778,22.778,22.778,0
20.11.2017 01:00:00.000 GMT-0800,22.778,22.778,22.778,22.778,0
20.11.2017 02:00:00.000 GMT-0800,22.778,22.778,22.778,22.778,0
20.11.2017 03:00:00.000 GMT-0800,22.778,22.778,22.778,22.778,0
20.11.2017 04:00:00.000 GMT-0800,22.778,22.778,22.778,22.778,0
20.11.2017 05:00:00.000 GMT-0800,22.778,22.778,22.778,22.778,0
